"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Amar Johnson","GB","RB91","35.0","164.0","1.0","2.0","26.0","0.0","0.0","25.0"
"Kalif Raymond","DET","WR131","0.0","4.0","0.0","14.7","185.7","1.2","0.6","24.9"
"Jahan Dotson","PHI","WR132","0.0","1.7","0.0","15.4","178.4","1.1","0.0","24.8"
"Taysom Hill","NO","TE53","0.0","50.0","1.0","12.3","104.7","0.7","0.3","24.8"
"Kyle Juszczyk","SF","RB92","6.7","26.8","0.4","14.1","136.3","1.1","0.4","24.2"
"Isaiah Davis","NYJ","RB93","28.3","144.5","0.8","5.1","36.3","0.1","0.0","23.7"
"Jeremy Ruckert","NYJ","TE54","0.0","0.0","0.0","18.7","161.6","1.2","0.0","23.4"
"Elijah Moore","BUF","WR133","0.0","1.3","0.0","14.5","159.6","1.2","0.0","23.4"
"Cade Stover","HOU","TE55","0.0","0.0","0.0","16.9","160.7","1.2","0.0","23.3"
"Chris Brooks","GB","RB94","30.9","139.4","0.9","5.0","32.1","0.0","0.0","22.9"
"Jalin Hyatt","NYG","WR134","0.0","0.0","0.0","13.1","174.0","0.9","0.0","22.8"
"Isaac TeSlaa","DET","WR135","0.0","0.0","0.0","10.7","155.2","1.1","0.0","22.3"
"Clyde Edwards-Helaire","NO","RB95","41.5","126.7","0.6","5.7","42.7","0.3","0.1","22.1"
"Malachi Corley","NYJ","WR136","2.3","13.5","0.1","13.8","147.0","0.9","0.1","21.9"
"Adam Trautman","DEN","TE56","0.0","0.0","0.0","12.6","136.7","1.4","0.0","21.8"
"Xavier Hutchinson","HOU","WR137","0.0","0.0","0.0","14.0","152.0","1.0","0.0","21.0"
"Gunnar Helm","TEN","TE57","0.0","0.0","0.0","16.4","163.3","0.9","0.4","20.9"
"Luke Schoonmaker","DAL","TE58","0.0","0.0","0.0","14.9","132.3","1.2","0.0","20.1"
"Kimani Vidal","LAC","RB96","35.4","105.4","0.6","5.4","41.2","0.3","0.0","20.0"
"Josh Whyle","TEN","TE59","0.0","0.0","0.0","16.7","152.9","0.7","0.0","19.5"
"Chris Rodriguez Jr.","WAS","RB97","33.0","121.8","0.9","1.8","13.4","0.0","0.0","19.3"
"Sincere McCormick","LV","RB98","23.7","112.9","0.8","4.3","29.9","0.1","0.1","19.2"
"Charlie Woerner","ATL","TE60","0.0","0.0","0.0","14.0","130.9","1.0","0.0","19.2"
"Michael Gallup","WAS","WR138","0.0","0.0","0.0","11.6","130.8","1.0","0.0","19.2"
"Emari Demercado","ARI","RB99","18.7","106.3","0.4","8.1","54.0","0.1","0.0","19.1"
"Jake Bobo","SEA","WR139","0.0","0.0","0.0","11.8","138.2","0.9","0.0","19.0"
"Daniel Bellinger","NYG","TE61","0.0","0.0","0.0","14.9","139.8","0.8","0.0","18.9"
"Jaylin Lane","WAS","WR140","2.2","13.5","0.1","10.4","120.0","0.8","0.1","18.7"
"Irvin Charles","NYJ","WR141","0.0","0.0","0.0","12.4","132.6","0.9","0.0","18.6"
"Ty Chandler","MIN","RB100","18.9","96.3","0.7","5.5","38.9","0.1","0.0","18.4"
"DJ Chark Jr.","ATL","WR142","0.0","0.0","0.0","9.4","128.2","0.9","0.0","18.4"
"Julian Hill","MIA","TE62","0.0","0.0","0.0","14.7","133.4","0.9","0.4","18.2"
"Jake Briningstool","KC","TE63","0.0","0.0","0.0","12.0","121.0","1.0","0.0","18.1"
"Cam Akers","NO","RB101","36.1","113.4","0.6","3.0","20.4","0.1","0.0","18.0"
"Arian Smith","NYJ","WR143","0.0","3.5","0.0","11.2","134.3","0.7","0.0","17.8"
"Jha'Quan Jackson","TEN","WR144","0.0","1.7","0.0","11.4","138.2","0.8","0.5","17.7"
"Jelani Woods","IND","TE64","0.0","0.0","0.0","7.0","117.0","1.0","0.0","17.7"
"Payne Durham","TB","TE65","0.0","0.0","0.0","10.8","104.6","1.2","0.0","17.6"
"Savion Williams","GB","WR145","4.4","16.4","0.1","9.1","104.8","0.8","0.0","17.5"
"Elijah Higgins","ARI","TE66","0.0","0.0","0.0","11.4","110.3","1.1","0.0","17.4"
"Tim Jones","MIN","WR146","0.0","0.0","0.0","10.5","116.5","1.0","0.1","17.3"
"Keleki Latu","BUF","TE67","0.0","0.0","0.0","10.0","111.0","1.0","0.0","17.1"
"Mack Hollins","NE","WR147","0.0","1.7","0.0","9.2","115.4","0.9","0.1","17.1"
"Erik Ezukanma","MIA","WR148","0.0","0.0","0.0","10.8","120.8","0.8","0.0","16.8"
"Xavier Restrepo","TEN","WR149","0.0","2.0","0.0","10.0","105.0","1.0","0.0","16.7"
"Darnell Washington","PIT","TE68","0.0","0.0","0.0","12.3","123.3","0.7","0.0","16.6"
"Johnny Mundt","JAC","TE69","0.0","0.0","0.0","13.4","115.6","0.8","0.0","16.6"
"Nate Adkins","DEN","TE70","0.0","0.0","0.0","8.5","69.8","1.6","0.0","16.5"
"Patrick Taylor Jr.","SF","RB102","30.0","101.7","0.6","2.6","19.6","0.1","0.0","16.2"
"Kalel Mullings","TEN","RB103","10.4","96.5","0.6","3.0","21.8","0.0","0.0","15.8"
"Colby Parkinson","LAR","TE71","0.0","0.0","0.0","10.6","106.9","0.9","0.0","15.8"
"Grant Calcaterra","PHI","TE72","0.0","0.0","0.0","10.8","109.6","0.8","0.0","15.7"
"Connor Heyward","PIT","TE73","0.0","0.0","0.0","10.2","87.6","1.2","0.0","15.7"
"Damien Martinez","SEA","RB104","8.6","97.0","0.6","3.0","22.0","0.0","0.0","15.7"
"KhaDarel Hodge","ATL","WR150","0.0","0.0","0.0","9.1","117.0","0.7","0.1","15.5"
"Dameon Pierce","HOU","RB105","4.5","81.6","0.7","5.8","40.1","0.1","1.0","15.4"
"DeAndre Carter","CLE","WR151","0.0","2.0","0.0","10.8","125.2","0.5","0.5","14.5"
"Tylan Wallace","BAL","WR152","0.0","1.7","0.0","6.7","90.0","0.9","0.0","14.3"
"Tyler Goodson","IND","RB106","16.5","67.0","0.3","4.3","30.3","0.3","0.0","13.7"
"Drew Ogletree","IND","TE74","0.0","0.0","0.0","6.9","86.9","0.8","0.0","13.7"
"Rasheen Ali","BAL","RB107","5.2","80.8","0.6","2.4","17.7","0.1","0.0","13.6"
"Jeremy McNichols","WAS","RB108","19.7","73.6","0.7","2.7","15.3","0.0","0.0","13.4"
"Raheem Blackshear","CAR","RB109","30.4","86.8","0.5","2.8","20.6","0.1","0.5","13.2"
"Simi Fehoko","ARI","WR153","0.0","0.0","0.0","7.6","91.5","0.7","0.0","13.1"
"Michael Burton","DEN","RB110","6.7","14.6","0.6","7.1","45.6","0.6","0.0","13.0"
"Jamal Agnew","ATL","WR154","0.0","0.0","0.0","8.5","85.8","0.7","0.0","12.8"
"Drew Sample","CIN","TE75","0.0","0.0","0.0","10.4","82.5","0.8","0.0","12.8"
"Cedrick Wilson Jr.","NO","WR155","0.0","2.0","0.0","8.2","92.7","0.5","0.0","12.5"
"Olamide Zaccheaus","CHI","WR156","1.1","6.0","0.0","7.6","81.7","0.6","0.0","12.4"
"Craig Reynolds","DET","RB111","8.5","38.0","0.1","6.9","55.9","0.4","0.0","12.4"
"Travis Homer","CHI","RB112","22.2","71.6","0.3","3.3","25.0","0.1","0.0","12.3"
"Ronnie Rivers","LAR","RB113","31.7","90.4","0.5","0.3","2.3","0.0","0.0","12.2"
"Pharaoh Brown","MIA","TE76","0.0","0.0","0.0","10.0","93.4","0.5","0.0","12.1"
"Teagan Quitoriano","ATL","TE77","0.0","0.0","0.0","5.5","89.5","0.5","0.0","12.0"
"Lawrence Cager","WAS","WR157","0.0","0.0","0.0","5.5","57.0","1.0","0.0","11.7"
"Alec Ingold","MIA","RB114","8.9","21.2","0.6","6.1","44.1","0.4","0.4","11.6"
"Hunter Renfrow","CAR","WR158","0.0","0.0","0.0","9.3","90.1","0.4","0.0","11.5"
"KeAndre Lambert-Smith","LAC","WR159","0.0","3.0","0.0","5.9","77.7","0.6","0.0","11.4"
"C.J. Ham","MIN","RB115","3.0","13.6","1.0","5.3","34.8","0.1","0.0","11.3"
"Michael Carter","ARI","RB116","9.6","41.2","0.2","6.6","44.9","0.3","0.0","11.3"
"Gavin Bartholomew","MIN","TE78","0.0","0.0","0.0","7.0","75.0","0.6","0.0","11.0"
"Devontez Walker","BAL","WR160","0.0","1.7","0.0","4.9","68.5","0.6","0.0","10.8"
"Bo Melton","GB","WR161","0.0","0.0","0.0","6.2","73.9","0.6","0.0","10.7"
"Brevyn Spann-Ford","DAL","TE79","0.0","0.0","0.0","7.3","69.6","0.6","0.0","10.7"
"Pierre Strong Jr.","CLE","RB117","15.9","53.9","0.2","4.4","32.7","0.1","0.0","10.6"
"LeQuint Allen Jr.","JAC","RB118","4.0","50.9","0.6","3.0","22.0","0.0","0.0","10.6"
"Ben Skowronek","PIT","WR162","0.0","0.0","0.0","6.5","72.2","0.5","0.0","10.3"
"Lucas Krull","DEN","TE80","0.0","0.0","0.0","8.3","79.8","0.4","0.0","10.3"
"Carson Steele","KC","RB119","27.3","70.3","0.3","4.1","21.9","0.1","0.7","10.2"
"Devin Culp","TB","TE81","0.0","0.0","0.0","6.1","65.6","0.6","0.0","10.1"
"Charlie Kolar","BAL","TE82","0.0","1.0","0.0","5.7","71.7","0.4","0.0","9.9"
"Jordan Mims","TEN","RB120","14.8","62.1","0.3","2.0","14.1","0.1","0.0","9.9"
"Tanner McLachlan","CIN","TE83","0.0","0.0","0.0","7.0","68.5","0.5","0.0","9.9"
"Hunter Long","JAC","TE84","0.0","0.0","0.0","8.4","76.2","0.4","0.0","9.8"
"Giovanni Ricci","MIN","TE85","0.0","0.0","0.0","8.0","96.0","0.0","0.0","9.6"
"Jaheim Bell","NE","TE86","0.0","0.0","0.0","6.4","64.1","0.5","0.0","9.4"
"Brenden Bates","CLE","TE87","0.0","0.0","0.0","6.5","61.4","0.5","0.0","9.4"
"John Bates","WAS","TE88","0.0","0.0","0.0","5.9","54.9","0.6","0.0","9.3"
"Maurice Alexander","CHI","WR163","0.0","0.0","0.0","6.3","68.1","0.4","0.0","9.3"
"Tanner Conner","MIA","TE89","0.0","0.0","0.0","7.0","58.3","0.6","0.0","9.3"
"Israel Abanikanda","GB","RB121","13.3","54.8","0.4","1.3","10.7","0.1","0.0","9.2"
"Kenny Yeboah","DET","TE90","0.0","0.0","0.0","6.0","61.5","0.5","0.0","9.2"
"Samori Toure","CHI","WR164","0.0","0.0","0.0","6.1","67.6","0.4","0.0","9.2"
"Dante Pettis","NO","WR165","2.1","9.7","0.0","6.0","69.4","0.2","0.0","9.1"
"Luke Farrell","SF","TE91","0.0","0.0","0.0","6.6","64.6","0.4","0.0","9.1"
"David Moore","CAR","WR166","0.0","0.0","0.0","5.8","72.3","0.3","0.0","9.0"
"Bub Means","NO","WR167","0.0","0.0","0.0","5.7","64.7","0.4","0.0","9.0"
"Xavier Weaver","ARI","WR168","0.0","0.0","0.0","5.2","61.3","0.5","0.0","9.0"
"Malik Heath","GB","WR169","0.0","0.0","0.0","5.5","62.2","0.5","0.0","8.9"
"Tommy Mellott","LV","QB1","4.0","24.1","0.2","3.7","43.6","0.2","0.0","8.8"
"Eric Saubert","SEA","TE92","0.0","0.0","0.0","6.9","60.9","0.5","0.0","8.8"
"Luke Lachey","HOU","TE93","0.0","0.0","0.0","5.5","56.5","0.5","0.0","8.7"
"Travis Vokolek","ARI","TE94","0.0","0.0","0.0","5.5","55.5","0.5","0.0","8.6"
"Quintin Morris","JAC","TE95","0.0","0.0","0.0","6.8","63.8","0.3","0.0","8.5"
"Brayden Willis","SF","TE96","0.0","0.0","0.0","4.5","54.5","0.5","0.0","8.5"
"Hassan Haskins","LAC","RB122","16.0","36.3","0.3","1.7","14.7","0.3","0.3","8.4"
"Ian Thomas","LV","TE97","0.0","0.0","0.0","6.6","58.9","0.4","0.0","8.3"
"Stone Smartt","NYJ","TE98","0.0","0.0","0.0","5.5","66.7","0.4","0.3","8.2"
"Johnny Wilson","PHI","WR170","0.0","0.0","0.0","4.4","55.4","0.4","0.0","8.1"
"Moliki Matavao","NO","TE99","0.0","0.0","0.0","5.0","51.0","0.5","0.0","8.1"
"Cam Grandy","CIN","TE100","0.0","0.0","0.0","6.2","54.0","0.4","0.0","8.1"
"Ben Sims","GB","TE101","0.0","0.0","0.0","5.0","50.5","0.5","0.0","8.1"
"Thomas Fidone II","NYG","TE102","0.0","0.0","0.0","5.5","50.5","0.5","0.0","8.1"
"Dare Ogunbowale","HOU","RB123","5.2","24.9","0.1","5.3","40.6","0.2","0.0","8.0"
"Jackson Hawes","BUF","TE103","0.0","0.0","0.0","5.3","56.8","0.4","0.0","8.0"
"Julius Chestnut","TEN","RB124","9.9","30.3","0.1","4.4","31.6","0.2","0.0","7.9"
"Frank Gore Jr.","BUF","RB125","10.2","42.8","0.2","2.0","14.9","0.1","0.0","7.7"
"Jared Wiley","KC","TE104","0.0","0.0","0.0","5.4","53.4","0.4","0.0","7.7"
"Ross Dwelley","SF","TE105","0.0","0.0","0.0","4.0","56.7","0.3","0.0","7.7"
"Justin Watson","HOU","WR171","0.0","0.0","0.0","4.4","60.1","0.3","0.0","7.7"
"Derius Davis","LAC","WR172","10.5","35.4","0.2","2.8","31.2","0.1","0.6","7.5"
"Patrick Ricard","BAL","RB126","4.1","11.5","0.1","3.4","28.0","0.5","0.0","7.5"
"Greg Dulcich","NYG","TE106","0.0","0.0","0.0","5.0","52.5","0.3","0.0","7.3"
"Deuce Vaughn","DAL","RB127","9.0","35.4","0.1","3.1","21.4","0.1","0.0","7.0"
"Gary Brightwell","CIN","RB128","8.1","33.8","0.2","2.4","16.7","0.1","0.0","6.8"
"Durham Smythe","CHI","TE107","0.0","0.0","0.0","5.4","45.6","0.3","0.0","6.6"
"Charlie Jones","CIN","WR173","0.0","1.7","0.0","4.0","46.4","0.3","0.0","6.4"
"Kendric Pryor","CIN","WR174","0.0","0.0","0.0","3.9","41.7","0.3","0.0","6.2"
"Jonathan Mingo","DAL","WR175","0.0","0.0","0.0","4.2","49.8","0.2","0.0","6.2"
"Trishton Jackson","ARI","WR176","0.0","0.0","0.0","3.4","40.6","0.3","0.0","6.1"
"Jordan Watkins","SF","WR177","4.4","15.8","0.1","2.6","33.4","0.1","0.0","6.1"
"Eric Gray","NYG","RB129","11.9","42.7","0.2","1.9","14.4","0.1","0.5","6.0"
"Jashaun Corbin","ATL","RB130","9.3","35.1","0.2","1.5","10.6","0.0","0.0","5.7"
"Chris Blair","ATL","WR178","0.0","0.0","0.0","3.6","38.8","0.3","0.0","5.4"
"Dareke Young","SEA","WR179","0.0","0.0","0.0","3.4","39.8","0.2","0.0","5.4"
"Cody White","SEA","WR180","0.0","0.0","0.0","3.4","39.8","0.2","0.0","5.4"
"Jalen Brooks","DAL","WR181","0.0","0.0","0.0","3.4","39.1","0.2","0.0","5.3"
"John Metchie III","HOU","WR182","0.0","0.0","0.0","3.5","39.4","0.2","0.0","5.2"
"Mo Alie-Cox","IND","TE108","0.0","0.0","0.0","3.1","37.0","0.3","0.0","5.2"
"Bryce Oliver","TEN","WR183","0.0","0.0","0.0","3.4","38.2","0.2","0.0","5.1"
"Tre' McKitty","HOU","TE109","0.0","0.0","0.0","4.1","40.1","0.2","0.0","5.1"
"Davis Allen","LAR","TE110","0.0","0.0","0.0","4.1","38.3","0.2","0.0","5.1"
"Tip Reiman","ARI","TE111","0.0","0.0","0.0","4.4","43.0","0.1","0.0","5.0"
"Sterling Shepard","TB","WR184","0.0","3.7","0.0","3.4","33.4","0.2","0.0","5.0"
"Irv Smith Jr.","HOU","TE112","0.0","0.0","0.0","4.0","33.7","0.3","0.0","5.0"
"Austin Trammell","JAC","WR185","0.0","0.0","0.0","3.4","40.1","0.2","0.0","5.0"
"Xavier Gipson","NYJ","WR186","0.0","2.5","0.0","4.2","54.3","0.0","0.5","4.9"
"Darrynton Evans","BUF","RB131","5.1","21.3","0.1","1.9","15.3","0.1","0.0","4.9"
"Will Mallory","IND","TE113","0.0","0.0","0.0","2.9","31.3","0.3","0.0","4.9"
"Hunter Luepke","DAL","RB132","4.2","14.6","0.1","3.9","26.6","0.1","0.0","4.9"
"Britain Covey","LAR","WR187","2.2","13.7","0.1","1.8","21.0","0.1","0.0","4.8"
"Jase McClellan","TB","RB133","0.0","34.0","0.0","2.0","14.0","0.0","0.0","4.8"
"Dee Eskridge","MIA","WR188","0.0","1.7","0.0","3.0","32.8","0.2","0.0","4.7"
"Jamari Thrash","CLE","WR189","0.0","0.0","0.0","3.4","40.0","0.1","0.0","4.5"
"Dominique Dafney","CAR","TE114","0.0","0.0","0.0","3.6","34.6","0.2","0.0","4.5"
"DeeJay Dallas","ARI","RB134","5.8","22.2","0.1","3.2","21.4","0.1","0.5","4.4"
"Lil'Jordan Humphrey","NYG","WR190","0.0","0.0","0.0","4.0","44.0","0.0","0.0","4.4"
"Kylen Granson","PHI","TE115","0.0","0.0","0.0","3.1","33.3","0.2","0.0","4.3"
"Brycen Tremayne","CAR","WR191","0.0","0.0","0.0","3.0","33.0","0.2","0.0","4.3"
"Mitchell Evans","CAR","TE116","0.0","0.0","0.0","4.0","39.7","0.1","0.0","4.3"
"Scotty Miller","PIT","WR192","0.0","0.0","0.0","3.1","37.4","0.1","0.0","4.2"
"J.J. Taylor","HOU","RB135","0.0","0.0","0.0","4.2","28.0","0.2","0.0","4.1"
"David Bell","CLE","WR193","0.0","0.0","0.0","3.9","38.8","0.0","0.0","4.0"
"Trey Sermon","PIT","RB136","5.0","20.8","0.1","1.6","11.5","0.1","0.0","3.9"
"Tyler Scott","CHI","WR194","0.0","1.7","0.0","2.7","29.4","0.1","0.0","3.9"
"Devin Duvernay","CHI","WR195","0.0","2.0","0.0","3.5","34.5","0.2","0.5","3.8"
"Mecole Hardman Jr.","GB","WR196","0.0","2.0","0.0","3.0","33.6","0.2","0.5","3.8"
"Zonovan Knight","ARI","RB137","2.4","10.1","0.1","2.1","15.3","0.1","0.0","3.6"
"Tanner Hudson","CIN","TE117","0.0","0.0","0.0","3.0","26.3","0.2","0.0","3.6"
"Nick Nash","ATL","WR197","0.0","0.0","0.0","3.0","35.0","0.0","0.0","3.5"
"Elijah Dotson","ATL","RB138","2.6","10.9","0.1","2.0","13.8","0.1","0.0","3.5"
"Velus Jones Jr.","NO","WR198","2.4","10.5","0.1","1.9","13.5","0.1","0.0","3.4"
"Terrell Jennings","NE","RB139","2.4","10.1","0.1","1.9","14.6","0.1","0.0","3.3"
"Ainias Smith","PHI","WR199","0.0","0.0","0.0","2.2","24.7","0.1","0.0","3.3"
"Tucker Fisk","LAC","TE118","0.0","0.0","0.0","2.6","25.7","0.1","0.0","3.2"
"Erick All Jr.","CIN","TE119","0.0","0.0","0.0","2.4","20.3","0.2","0.0","3.1"
"Jacob Cowing","SF","WR200","0.0","8.5","0.0","1.1","15.6","0.1","0.0","2.9"
"Zach Davidson","BUF","TE120","0.0","0.0","0.0","1.9","19.0","0.2","0.0","2.9"
"Ryan Flournoy","DAL","WR201","0.0","0.0","0.0","1.9","20.7","0.1","0.0","2.9"
"Anthony Gould","IND","WR202","0.0","2.5","0.0","1.7","22.4","0.0","0.0","2.7"
"Laviska Shenault Jr.","BUF","WR203","0.0","0.0","0.0","1.8","19.5","0.1","0.0","2.7"
"Jack Stoll","NO","TE121","0.0","0.0","0.0","2.5","23.7","0.0","0.0","2.6"
"Ashton Dulin","IND","WR204","0.0","1.7","0.0","1.6","19.6","0.1","0.0","2.6"
"David Martin-Robinson","TEN","TE122","0.0","0.0","0.0","1.9","18.6","0.1","0.0","2.6"
"Trent Sherfield Sr.","DEN","WR205","0.0","0.0","0.0","1.8","20.9","0.1","0.0","2.6"
"Feleipe Franks","ATL","QB2","0.0","0.0","0.0","1.8","17.7","0.1","0.0","2.5"
"Isaiah Williams","CIN","WR206","0.0","0.0","0.0","1.6","18.4","0.1","0.0","2.5"
"Steven Sims Jr.","SEA","WR207","0.0","0.0","0.0","1.7","17.9","0.1","0.0","2.5"
"Tank Dell","HOU","WR208","0.0","0.0","0.0","2.0","24.0","0.0","0.0","2.4"
"Isaiah Neyor","GB","WR209","0.0","0.0","0.0","2.0","24.0","0.0","0.0","2.4"
"Blake Whiteheart","CLE","TE123","0.0","0.0","0.0","1.9","18.1","0.1","0.0","2.4"
"Miles Boykin","CHI","WR210","0.0","0.0","0.0","1.6","17.9","0.1","0.0","2.3"
"Zach Pascal","NYG","WR211","0.0","0.0","0.0","1.5","17.8","0.1","0.0","2.3"
"Tez Johnson","TB","WR212","0.0","0.0","0.0","1.6","19.7","0.1","0.0","2.3"
"James Mitchell","CAR","TE124","0.0","0.0","0.0","1.8","17.4","0.1","0.0","2.3"
"Chris Manhertz","NYG","TE125","0.0","0.0","0.0","1.9","18.4","0.1","0.0","2.2"
"Dylan Laube","LV","RB140","0.0","10.0","0.0","1.5","11.0","0.0","0.0","2.1"
"Carlos Washington Jr.","ATL","RB141","0.0","15.0","0.0","0.5","3.5","0.0","0.0","1.9"
"Scott Matlock","LAC","DT1","0.0","0.0","0.0","2.2","14.7","0.1","0.0","1.8"
"Raheim Sanders","LAC","RB142","0.0","10.5","0.0","1.0","7.5","0.0","0.0","1.8"
"Jimmy Horn Jr.","CAR","WR213","0.0","0.0","0.0","1.5","18.0","0.0","0.0","1.8"
"Tyquan Thornton","KC","WR214","0.0","0.0","0.0","1.0","16.0","0.0","0.0","1.6"
"Trey Palmer","TB","WR215","0.0","0.0","0.0","0.9","9.8","0.1","0.0","1.5"
"Jason Brownlee","KC","WR216","0.0","0.0","0.0","1.0","14.0","0.0","0.0","1.4"
"Tyler Badie","DEN","RB143","0.0","10.5","0.0","0.5","3.5","0.0","0.0","1.4"
"Phil Mafah","DAL","RB144","0.0","10.5","0.0","0.5","3.5","0.0","0.0","1.4"
"Jeff Wilson Jr.","SF","RB145","0.0","10.5","0.0","0.5","3.5","0.0","0.0","1.4"
"Trayveon Williams","CLE","RB146","1.2","5.1","0.0","1.0","7.0","0.0","0.0","1.4"
"Nikko Remigio","KC","WR217","0.0","0.0","0.0","0.9","11.6","0.0","0.0","1.4"
"Braxton Berrios","HOU","WR218","0.0","2.5","0.0","1.0","10.5","0.0","0.0","1.3"
"Chris Moore","WAS","WR219","0.0","0.0","0.0","1.0","13.0","0.0","0.0","1.3"
"LaJohntay Wester","BAL","WR220","0.0","0.0","0.0","1.0","12.0","0.0","0.0","1.2"
"George Holani","SEA","RB147","0.0","8.5","0.0","0.5","3.5","0.0","0.0","1.2"
"D'Ernest Johnson","BAL","RB148","0.0","8.5","0.0","0.5","3.5","0.0","0.0","1.2"
"Casey Washington","ATL","WR221","0.0","0.0","0.0","0.8","8.2","0.1","0.0","1.2"
"Robert Tonyan","KC","TE126","0.0","0.0","0.0","1.0","10.0","0.0","0.0","1.0"
"Nick Vannett","MIN","TE127","0.0","0.0","0.0","1.0","10.0","0.0","0.0","1.0"
"Avery Williams","PHI","RB149","1.4","5.7","0.0","1.6","10.9","0.1","0.5","1.0"
"Keilan Robinson","PHI","RB150","0.0","2.0","0.0","1.0","7.0","0.0","0.0","0.9"
"Sione Vaki","DET","RB151","0.0","4.5","0.0","0.5","3.5","0.0","0.0","0.8"
"JaMycal Hasty","NE","RB152","0.0","4.0","0.0","0.5","3.5","0.0","0.0","0.8"
"Harrison Bryant","PHI","TE128","0.0","0.0","0.0","0.5","5.5","0.0","0.0","0.6"
"Ihmir Smith-Marsette","NYG","WR222","0.0","2.5","0.0","0.8","9.5","0.1","0.5","0.5"
"Trenton Irwin","JAC","WR223","0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Xavier Smith","LAR","WR224","0.0","2.5","0.0","1.0","11.0","0.0","0.5","0.4"
"Tom Kennedy","DET","WR225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mason Kinsey","TEN","WR226","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Laquon Treadwell","IND","WR227","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Trent Taylor","SF","WR228","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Keith Kirkwood","BAL","WR229","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Phillip Dorsett II","LV","WR230","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Equanimeous St. Brown","SF","WR231","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Myles Gaskin","BAL","RB153","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nyheim Miller-Hines","LAC","RB154","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Andrew Beck","NYJ","TE129","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jakob Johnson","HOU","RB155","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ke'Shawn Vaughn","SF","RB156","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Salvon Ahmed","IND","RB157","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Reggie Gilliam","BUF","RB158","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jonathan Ward","NYG","RB159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jermar Jefferson","TEN","RB160","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Demetric Felton Jr.","WAS","RB161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kene Nwangwu","NYJ","RB162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jaret Patterson","LAC","RB163","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deon Jackson","DET","RB164","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Keaontay Ingram","KC","RB165","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Brittain Brown","CHI","RB166","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Malik Davis","DAL","RB167","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Evan Hull","PIT","RB168","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lew Nichols III","PIT","RB169","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deneric Prince","NE","RB170","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ben VanSumeren","PHI","LB1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Brady Russell","SEA","TE130","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Owen Wright","TB","RB171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jonathon Brooks","CAR","RB172","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jawhar Jordan","HOU","RB173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dante Miller","NYG","RB174","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Blake Watson","DEN","RB175","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jacob Saylors","DET","RB176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"British Brooks","HOU","RB177","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cody Schrader","LAR","RB178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kendall Milton","CIN","RB179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Collier","LV","RB180","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Donovan Edwards","NYJ","RB181","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Corey Kiner","SF","RB182","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
